fragment_smiles,total_count,molecule_count,rank,total_fraction,molecule_fraction
*[C@@H]1CCC[C@@H]1O,83,83,353,0.00033272534124391173,0.00033272534124391173
*c1ccn[nH]1,83,83,354,0.00033272534124391173,0.00033272534124391173
*[C@H]1CCC[C@H](S(C)(=O)=O)C1,83,83,355,0.00033272534124391173,0.00033272534124391173
*C(=O)[C@H](C)CC,83,83,356,0.00033272534124391173,0.00033272534124391173
*c1ncnc2sccc12,82,82,357,0.00032871660219278024,0.00032871660219278024
*S(=O)(=O)c1ccc(Cl)s1,82,80,358,0.00032871660219278024,0.00032069912409051735
*S(=O)(=O)c1ccc2ccccc2c1,82,82,359,0.00032871660219278024,0.00032871660219278024
*c1sccc1C#N,82,82,360,0.00032871660219278024,0.00032871660219278024
*[C@@H]1CCOC2(CCC2)C1,81,81,361,0.0003247078631416488,0.0003247078631416488
*S(=O)(=O)c1ccc2c(c1)OCCO2,81,81,362,0.0003247078631416488,0.0003247078631416488
*n1c(=O)[nH]c2ccccc21,81,81,363,0.0003247078631416488,0.0003247078631416488
*[C@@H]1CCC[C@H](S(C)(=O)=O)C1,81,81,364,0.0003247078631416488,0.0003247078631416488
*c1nc2c(s1)CCC2,81,81,365,0.0003247078631416488,0.0003247078631416488
*c1ccnc(Cl)c1,81,81,366,0.0003247078631416488,0.0003247078631416488
*[C@H]1Cc2ccccc2S1,80,80,367,0.00032069912409051735,0.00032069912409051735
*[C@@H]1CN2CCC[C@@H]2CO1,80,80,368,0.00032069912409051735,0.00032069912409051735
*[C@@H]1CCSC1,80,80,369,0.00032069912409051735,0.00032069912409051735
*c1ncon1,80,80,370,0.00032069912409051735,0.00032069912409051735
*C1CC=CC1,79,79,371,0.00031669038503938585,0.00031669038503938585
*c1ccno1,79,79,372,0.00031669038503938585,0.00031669038503938585
*[C@@H]1CCO[C@]2(CCSC2)C1,79,79,373,0.00031669038503938585,0.00031669038503938585
*C1(C#N)CCCCC1,79,78,374,0.00031669038503938585,0.0003126816459882544
*C(=O)/C=C/c1cccs1,78,78,375,0.0003126816459882544,0.0003126816459882544
*c1ccc(Cl)c(Br)c1,78,78,376,0.0003126816459882544,0.0003126816459882544
*CS,78,78,377,0.0003126816459882544,0.0003126816459882544
*[C@@H]1C[NH+]2CCN1CC2,78,78,378,0.0003126816459882544,0.0003126816459882544
*c1nnco1,78,78,379,0.0003126816459882544,0.0003126816459882544
*[C@H]1CC[NH2+]C1,78,78,380,0.0003126816459882544,0.0003126816459882544
*S(=O)(=O)c1cccnc1,78,78,381,0.0003126816459882544,0.0003126816459882544
*CC(C)(C)C[NH3+],78,78,382,0.0003126816459882544,0.0003126816459882544
*C1CCS(=O)(=O)CC1,77,77,383,0.0003086729069371229,0.0003086729069371229
*C1Cc2ccccc2C1,77,77,384,0.0003086729069371229,0.0003086729069371229
*c1cc(=O)c2ccccc2o1,77,77,385,0.0003086729069371229,0.0003086729069371229
*c1cc(Cl)c2c(c1)OCCO2,77,77,386,0.0003086729069371229,0.0003086729069371229
*S(=O)(=O)c1ccc(Br)cc1,77,77,387,0.0003086729069371229,0.0003086729069371229
*c1ccc([N+](=O)[O-])cn1,77,77,388,0.0003086729069371229,0.0003086729069371229
*C(=O)C=C(C)C,77,77,389,0.0003086729069371229,0.0003086729069371229
*[C@@H]1Cc2ccccc2S1,76,76,390,0.00030466416788599147,0.00030466416788599147
*c1ccc(C=O)cc1,76,76,391,0.00030466416788599147,0.00030466416788599147
*[C@@H](CC)CO,76,76,392,0.00030466416788599147,0.00030466416788599147
*[C@@H](C)CO,76,76,393,0.00030466416788599147,0.00030466416788599147
*c1cccc(F)c1C#N,76,76,394,0.00030466416788599147,0.00030466416788599147
*c1nccc2ccccc12,76,76,395,0.00030466416788599147,0.00030466416788599147
*[C@H]1CCC[C@@H]1O,75,75,396,0.00030065542883485997,0.00030065542883485997
*c1ccc(Cl)o1,75,75,397,0.00030065542883485997,0.00030065542883485997
*c1cc(C#N)ccc1F,74,74,398,0.00029664668978372853,0.00029664668978372853
*c1cscc1Br,74,74,399,0.00029664668978372853,0.00029664668978372853
*[C@@H]1CCC(=O)N1,74,74,400,0.00029664668978372853,0.00029664668978372853
*c1occc1Br,73,73,401,0.0002926379507325971,0.0002926379507325971
*[C@@H](C)CS(C)(=O)=O,73,73,402,0.0002926379507325971,0.0002926379507325971
*c1ccc([O-])nn1,73,73,403,0.0002926379507325971,0.0002926379507325971
*C(=O)C(CC)CC,73,73,404,0.0002926379507325971,0.0002926379507325971
*[C@@H]1CCCC[C@@H]1O,72,72,405,0.0002886292116814656,0.0002886292116814656
*S(=O)(=O)/C=C/c1ccccc1,72,72,406,0.0002886292116814656,0.0002886292116814656
*c1ccc(C#N)c(Cl)c1,72,72,407,0.0002886292116814656,0.0002886292116814656
*c1cc[nH]c1,72,72,408,0.0002886292116814656,0.0002886292116814656
*c1ccc(O)cc1O,72,72,409,0.0002886292116814656,0.0002886292116814656
*c1ccncn1,72,72,410,0.0002886292116814656,0.0002886292116814656
*c1c[nH]c2nccc(Cl)c12,72,72,411,0.0002886292116814656,0.0002886292116814656
*[C@H]1CCC(=O)N1,72,72,412,0.0002886292116814656,0.0002886292116814656
*C1([NH3+])CCC1,71,71,413,0.00028462047263033414,0.00028462047263033414
*N1CCS(=O)(=O)CC1,71,71,414,0.00028462047263033414,0.00028462047263033414
*N1CCO[C@H](C#N)C1,70,70,415,0.00028061173357920265,0.00028061173357920265
*c1cnc2ccccc2c1,70,70,416,0.00028061173357920265,0.00028061173357920265
*[C@H]1CN2CCC[C@@H]2CO1,69,69,417,0.0002766029945280712,0.0002766029945280712
*[NH+]1CCSCC1,69,69,418,0.0002766029945280712,0.0002766029945280712
*[C@H]1CSCCS1,69,69,419,0.0002766029945280712,0.0002766029945280712
*c1ccc2cc[nH]c2c1,69,69,420,0.0002766029945280712,0.0002766029945280712
*[C@H](C)CS(C)(=O)=O,69,69,421,0.0002766029945280712,0.0002766029945280712
*CCS(=O)(=O)CC,69,69,422,0.0002766029945280712,0.0002766029945280712
*[C@H](CC)CO,69,68,423,0.0002766029945280712,0.0002725942554769397
*[C@H]1CCCC[NH2+]1,68,68,424,0.0002725942554769397,0.0002725942554769397
*[C@@H]1CSCCS1,68,68,425,0.0002725942554769397,0.0002725942554769397
*N1C(=O)NC2(CCCC2)C1=O,68,68,426,0.0002725942554769397,0.0002725942554769397
*c1cccc(Cl)c1F,68,68,427,0.0002725942554769397,0.0002725942554769397
*N1CCCCCC1=O,68,68,428,0.0002725942554769397,0.0002725942554769397
*[C@@H](C#N)CC,68,68,429,0.0002725942554769397,0.0002725942554769397
*c1cccc2cnccc12,67,67,430,0.00026858551642580826,0.00026858551642580826
*S(=O)(=O)C1CC1,67,67,431,0.00026858551642580826,0.00026858551642580826
*N1CCC[C@@H](O)C1,67,67,432,0.00026858551642580826,0.00026858551642580826
*c1cc(Cl)cs1,67,67,433,0.00026858551642580826,0.00026858551642580826
*[C@H]1C=CCC1,66,66,434,0.0002645767773746768,0.0002645767773746768
*[NH+]1CCC(O)CC1,65,65,435,0.0002605680383235453,0.0002605680383235453
*N1CC[NH+]2CCCC[C@@H]2C1,65,65,436,0.0002605680383235453,0.0002605680383235453
*c1cc2ccccc2[nH]c1=O,65,65,437,0.0002605680383235453,0.0002605680383235453
*[C@H]1CCCC[C@@H]1O,65,65,438,0.0002605680383235453,0.0002605680383235453
*c1c(F)cc(F)cc1F,65,65,439,0.0002605680383235453,0.0002605680383235453
*c1cn2cccnc2n1,65,65,440,0.0002605680383235453,0.0002605680383235453
*c1cc(F)ccc1[N+](=O)[O-],65,65,441,0.0002605680383235453,0.0002605680383235453
*C(=O)CCC(C)C,65,65,442,0.0002605680383235453,0.0002605680383235453
*NC1=NS(=O)(=O)c2ccccc21,65,65,443,0.0002605680383235453,0.0002605680383235453
*[NH+]1CCc2sccc2C1,65,65,444,0.0002605680383235453,0.0002605680383235453
*c1cc(Cl)ccc1[N+](=O)[O-],64,64,445,0.0002565592992724139,0.0002565592992724139
*c1csc(Br)c1,64,64,446,0.0002565592992724139,0.0002565592992724139
*C[C@@H]1CSc2ccccc21,64,64,447,0.0002565592992724139,0.0002565592992724139
*c1ncnc2[nH]cnc12,64,64,448,0.0002565592992724139,0.0002565592992724139
*CBr,64,64,449,0.0002565592992724139,0.0002565592992724139
*S(=O)(=O)c1ccc([N+](=O)[O-])cc1,63,63,450,0.0002525505602212824,0.0002525505602212824
*C1(C#N)CCCC1,63,62,451,0.0002525505602212824,0.00024854182117015094
*CC=C(C)C,63,62,452,0.0002525505602212824,0.00024854182117015094
*c1ccc(Br)cc1N,63,63,453,0.0002525505602212824,0.0002525505602212824
*c1ccc2c(c1)CC(=O)N2,63,63,454,0.0002525505602212824,0.0002525505602212824
*c1ccc([N+](=O)[O-])cc1F,62,62,455,0.00024854182117015094,0.00024854182117015094
*CCCCCC,62,62,456,0.00024854182117015094,0.00024854182117015094
*[C@H]1CCOC2(CCCC2)C1,62,62,457,0.00024854182117015094,0.00024854182117015094
*C(=O)CCC(F)(F)F,62,62,458,0.00024854182117015094,0.00024854182117015094
*[C@H]1C[NH+]2CCN1CC2,62,62,459,0.00024854182117015094,0.00024854182117015094
*c1cc(Br)ccc1O,62,62,460,0.00024854182117015094,0.00024854182117015094
*[C@@H]1CCOC2(CCCC2)C1,62,62,461,0.00024854182117015094,0.00024854182117015094
*CCC1=c2ccccc2=[NH+]C1,62,62,462,0.00024854182117015094,0.00024854182117015094
*[C@@H]1CCCOC1,61,61,463,0.00024453308211901944,0.00024453308211901944
*[C@@H](CO)C(C)C,61,61,464,0.00024453308211901944,0.00024453308211901944
*C[C@@H](O)CO,61,61,465,0.00024453308211901944,0.00024453308211901944
*c1nc2c(F)cccc2s1,61,61,466,0.00024453308211901944,0.00024453308211901944
*S(=O)(=O)c1ccccc1Cl,61,61,467,0.00024453308211901944,0.00024453308211901944
*S(=O)(=O)c1ccc(F)cc1F,61,61,468,0.00024453308211901944,0.00024453308211901944
*c1ccc(Br)nc1,61,61,469,0.00024453308211901944,0.00024453308211901944
*c1nc2ccc(Cl)cc2s1,61,61,470,0.00024453308211901944,0.00024453308211901944
*[C@@H]1CCOC2(CCOCC2)C1,61,61,471,0.00024453308211901944,0.00024453308211901944
*CCCC(=O)[O-],61,61,472,0.00024453308211901944,0.00024453308211901944
*C(=O)CCC(=O)[O-],61,61,473,0.00024453308211901944,0.00024453308211901944
*C(=O)/C=C/C1CC1,61,61,474,0.00024453308211901944,0.00024453308211901944
*[C@](C)(CC)C(=O)[O-],61,61,475,0.00024453308211901944,0.00024453308211901944
*[C@H](C)CC(C)C,60,59,476,0.000240524343067888,0.00023651560401675653
*c1c(F)cc(Br)cc1F,60,60,477,0.000240524343067888,0.000240524343067888
*c1ccc(Br)cc1Cl,60,60,478,0.000240524343067888,0.000240524343067888
*c1cccc2c1OCO2,60,60,479,0.000240524343067888,0.000240524343067888
*C1C[NH2+]C1,60,60,480,0.000240524343067888,0.000240524343067888
*n1cc(Br)cn1,60,60,481,0.000240524343067888,0.000240524343067888
*n1ncc2ccccc2c1=O,60,60,482,0.000240524343067888,0.000240524343067888
*[C@H]1CCOC2(CCC2)C1,59,59,483,0.00023651560401675653,0.00023651560401675653
*[C@@H](C)Cl,59,59,484,0.00023651560401675653,0.00023651560401675653
*c1ccc(S(=O)(=O)CC)cc1,59,59,485,0.00023651560401675653,0.00023651560401675653
*[C@@H]1CSCCO1,59,59,486,0.00023651560401675653,0.00023651560401675653
*S(=O)(=O)CCCC,59,59,487,0.00023651560401675653,0.00023651560401675653
*[C@@H](C)CC(C)C,59,59,488,0.00023651560401675653,0.00023651560401675653
*c1noc2ccccc12,59,59,489,0.00023651560401675653,0.00023651560401675653
*c1ccc(O)c(Cl)c1,59,59,490,0.00023651560401675653,0.00023651560401675653
*c1ccc(=O)[nH]c1,59,59,491,0.00023651560401675653,0.00023651560401675653
*C[C@H](O)CO,59,59,492,0.00023651560401675653,0.00023651560401675653
*S(=O)(=O)c1cc(Cl)ccc1Cl,59,59,493,0.00023651560401675653,0.00023651560401675653
*c1ccc[nH]c1=O,58,58,494,0.00023250686496562506,0.00023250686496562506
*C(=O)Cl,58,58,495,0.00023250686496562506,0.00023250686496562506
*N1CCC1,58,58,496,0.00023250686496562506,0.00023250686496562506
*c1ncc(Cl)cc1F,58,58,497,0.00023250686496562506,0.00023250686496562506
*N[C@@H]1CCc2ccccc21,58,58,498,0.00023250686496562506,0.00023250686496562506
*[C@@H]1C=CCC1,58,58,499,0.00023250686496562506,0.00023250686496562506
*c1cccc(F)c1Cl,58,58,500,0.00023250686496562506,0.00023250686496562506
*[C@H]1CSCCO1,58,58,501,0.00023250686496562506,0.00023250686496562506
*N[C@H]1CCc2ccccc21,57,57,502,0.0002284981259144936,0.0002284981259144936
*c1cc(Br)ccc1Cl,57,57,503,0.0002284981259144936,0.0002284981259144936
*[C@@H]1COc2ccc(F)cc2C1,57,57,504,0.0002284981259144936,0.0002284981259144936
*N1CCc2c([nH]c3ccccc23)C1,57,57,505,0.0002284981259144936,0.0002284981259144936
*[C@H]1CCO[C@]2(CCSC2)C1,56,56,506,0.00022448938686336212,0.00022448938686336212
*N1CCCSCC1,56,56,507,0.00022448938686336212,0.00022448938686336212
*c1sccc1Br,56,56,508,0.00022448938686336212,0.00022448938686336212
*C(=O)/C(C)=C\C,56,56,509,0.00022448938686336212,0.00022448938686336212
*n1cc(Cl)cn1,56,56,510,0.00022448938686336212,0.00022448938686336212
*CC[C@@H](C)O,56,56,511,0.00022448938686336212,0.00022448938686336212
*[C@H]1CCO[C@]2(CCOC2)C1,55,55,512,0.00022048064781223067,0.00022048064781223067
*c1cc2ccccc2s1,55,55,513,0.00022048064781223067,0.00022048064781223067
*c1cc(Cl)c2c(c1)OCCCO2,55,55,514,0.00022048064781223067,0.00022048064781223067
*[C@@H](C)C#N,55,55,515,0.00022048064781223067,0.00022048064781223067
*C1[C@H]2CCCC[C@@H]12,55,55,516,0.00022048064781223067,0.00022048064781223067
*[C@@H](C)CC#N,55,55,517,0.00022048064781223067,0.00022048064781223067
*[C@@](C)(CC)C(=O)[O-],55,55,518,0.00022048064781223067,0.00022048064781223067
*S(=O)(=O)c1ccc(F)c(F)c1,55,55,519,0.00022048064781223067,0.00022048064781223067
*c1cccc(C=O)c1,55,55,520,0.00022048064781223067,0.00022048064781223067
*N1CCC([NH3+])CC1,55,55,521,0.00022048064781223067,0.00022048064781223067
*C1C2CC3CC(C2)CC1C3,54,54,522,0.0002164719087610992,0.0002164719087610992
*c1ccc2nnnn2n1,54,54,523,0.0002164719087610992,0.0002164719087610992
*c1ccc([N+](=O)[O-])c(F)c1,54,54,524,0.0002164719087610992,0.0002164719087610992
*c1cnc(Cl)s1,54,54,525,0.0002164719087610992,0.0002164719087610992
*c1ccc(F)c(C#N)c1,54,54,526,0.0002164719087610992,0.0002164719087610992
*N1CCc2ccc([N+](=O)[O-])cc2C1,54,54,527,0.0002164719087610992,0.0002164719087610992
*N1C(=O)c2ccccc2S1(=O)=O,53,53,528,0.00021246316970996773,0.00021246316970996773
*n1cc([N+](=O)[O-])ccc1=O,53,53,529,0.00021246316970996773,0.00021246316970996773
*[C@@H]1CCCC1=O,53,53,530,0.00021246316970996773,0.00021246316970996773
*[C@@H]1C[NH2+]CCO1,53,53,531,0.00021246316970996773,0.00021246316970996773
*c1cc([N+](=O)[O-])ccc1O,53,53,532,0.00021246316970996773,0.00021246316970996773
*C1(O)CCOCC1,53,53,533,0.00021246316970996773,0.00021246316970996773
*[C@@H]1CCOC2(CCCCC2)C1,53,53,534,0.00021246316970996773,0.00021246316970996773
*C[C@@H]1COc2ccccc21,53,53,535,0.00021246316970996773,0.00021246316970996773
*[C@@H](C)[C@@H](C)O,53,53,536,0.00021246316970996773,0.00021246316970996773
*CCCC#N,53,53,537,0.00021246316970996773,0.00021246316970996773
*C1CCS(=O)CC1,53,53,538,0.00021246316970996773,0.00021246316970996773
*c1cc(=O)n2ccsc2n1,53,53,539,0.00021246316970996773,0.00021246316970996773
*c1cc(Cl)ccn1,53,53,540,0.00021246316970996773,0.00021246316970996773
*[C@H]1COc2ccccc2C1,53,53,541,0.00021246316970996773,0.00021246316970996773
*[C@H]1COc2ccc(F)cc2C1,53,53,542,0.00021246316970996773,0.00021246316970996773
*C(CC)(CC)C(=O)[O-],52,52,543,0.00020845443065883626,0.00020845443065883626
*[C@H](C)CCO,52,52,544,0.00020845443065883626,0.00020845443065883626
*c1ccc2ccc(=O)oc2c1,52,52,545,0.00020845443065883626,0.00020845443065883626
*c1c[nH]c2cccc(F)c12,52,52,546,0.00020845443065883626,0.00020845443065883626
*c1cccc2cc[nH]c12,52,52,547,0.00020845443065883626,0.00020845443065883626
*N[C@@H]1CCCc2ccc(F)cc21,52,52,548,0.00020845443065883626,0.00020845443065883626
*CCCC=C,52,52,549,0.00020845443065883626,0.00020845443065883626
*[C@H]1CCSC1,52,52,550,0.00020845443065883626,0.00020845443065883626
*[C@H]1CCCC[C@@H]1[S@](=O)CC,51,51,551,0.0002044456916077048,0.0002044456916077048
*[C@H]1COCCO1,51,51,552,0.0002044456916077048,0.0002044456916077048
*c1ccc2[nH]cnc2c1,51,51,553,0.0002044456916077048,0.0002044456916077048
*N1CCCOC1=O,51,51,554,0.0002044456916077048,0.0002044456916077048
*c1ncnc2ccccc12,51,51,555,0.0002044456916077048,0.0002044456916077048
*c1ccncc1F,51,51,556,0.0002044456916077048,0.0002044456916077048
*c1sc2ccccc2c1Cl,51,51,557,0.0002044456916077048,0.0002044456916077048
*N[C@H]1CCCc2ccc(F)cc21,51,51,558,0.0002044456916077048,0.0002044456916077048
*C(=O)/C=C/c1ccc([N+](=O)[O-])cc1,51,51,559,0.0002044456916077048,0.0002044456916077048
*[C@@H]1CCc2ccccc2C1,51,51,560,0.0002044456916077048,0.0002044456916077048
*[C@H](C)Cl,51,51,561,0.0002044456916077048,0.0002044456916077048
*[C@H](C)CO,50,50,562,0.00020043695255657332,0.00020043695255657332
*S(=O)(=O)c1cccc(Cl)c1,50,50,563,0.00020043695255657332,0.00020043695255657332
*c1cc(Cl)sc1Cl,50,50,564,0.00020043695255657332,0.00020043695255657332
*[C@@H](C)CCO,50,50,565,0.00020043695255657332,0.00020043695255657332
*S(=O)(=O)c1ccc(C#N)cc1,50,50,566,0.00020043695255657332,0.00020043695255657332
*[C@H](C#N)CC,50,50,567,0.00020043695255657332,0.00020043695255657332
*c1cc(F)c(F)cc1Cl,50,50,568,0.00020043695255657332,0.00020043695255657332
*[C@H]1C=C[C@@H]([NH3+])C1,50,50,569,0.00020043695255657332,0.00020043695255657332
*[C@H](C)[C@@H](C)O,50,50,570,0.00020043695255657332,0.00020043695255657332
*C[C@@H](C)CO,50,50,571,0.00020043695255657332,0.00020043695255657332
*C(=O)CO,50,50,572,0.00020043695255657332,0.00020043695255657332
*c1ccc2c(c1)Cc1ccccc1-2,49,49,573,0.00019642821350544185,0.00019642821350544185
*[C@H]1CCCOC1,49,49,574,0.00019642821350544185,0.00019642821350544185
*c1ccc(F)c([N+](=O)[O-])c1,49,49,575,0.00019642821350544185,0.00019642821350544185
*[C@@H]1C=C[C@@H]([NH3+])C1,49,49,576,0.00019642821350544185,0.00019642821350544185
*c1ccc(F)nc1,49,48,577,0.00019642821350544185,0.0001924194744543104
*[C@@H]1CCC[C@H](O)C1,49,49,578,0.00019642821350544185,0.00019642821350544185
*c1ccc(Br)c(F)c1,49,49,579,0.00019642821350544185,0.00019642821350544185
*c1cc(=O)n2ccccc2n1,49,49,580,0.00019642821350544185,0.00019642821350544185
*CS(N)(=O)=O,49,49,581,0.00019642821350544185,0.00019642821350544185
*[C@H]1CCCCNC1=O,49,49,582,0.00019642821350544185,0.00019642821350544185
*c1cncs1,49,49,583,0.00019642821350544185,0.00019642821350544185
*c1cccc(Cl)n1,49,49,584,0.00019642821350544185,0.00019642821350544185
*[C@@H]1CCOC1=O,49,49,585,0.00019642821350544185,0.00019642821350544185
*c1ccc(S(=O)(=O)C(F)F)cc1,49,49,586,0.00019642821350544185,0.00019642821350544185
*[C@H](C)CC#N,49,49,587,0.00019642821350544185,0.00019642821350544185
*C/C=C/c1ccc(C#N)cc1,48,48,588,0.0001924194744543104,0.0001924194744543104
*c1cccc2c1CCCC2,48,48,589,0.0001924194744543104,0.0001924194744543104
*[C@@H]1COc2ccccc2C1,48,48,590,0.0001924194744543104,0.0001924194744543104
*S(=O)(=O)c1cccc(C#N)c1,48,48,591,0.0001924194744543104,0.0001924194744543104
*[C@@H]1CCOC2(CCSCC2)C1,48,48,592,0.0001924194744543104,0.0001924194744543104
*C(=O)[C@@](C)([NH3+])CC,48,48,593,0.0001924194744543104,0.0001924194744543104
*c1cc(Cl)ccc1N,47,47,594,0.00018841073540317894,0.00018841073540317894
*CCC#C,47,47,595,0.00018841073540317894,0.00018841073540317894
*c1snc(Cl)c1C#N,47,47,596,0.00018841073540317894,0.00018841073540317894
*c1c(O)cccc1O,47,47,597,0.00018841073540317894,0.00018841073540317894
*S(=O)(=O)c1cccc2nsnc12,47,47,598,0.00018841073540317894,0.00018841073540317894
*c1ccc2ncsc2c1,47,47,599,0.00018841073540317894,0.00018841073540317894
*c1cc(C#N)ccc1Cl,47,47,600,0.00018841073540317894,0.00018841073540317894
*c1c(F)cc(C#C)cc1F,47,47,601,0.00018841073540317894,0.00018841073540317894
*n1ccc(=O)[nH]c1=O,47,47,602,0.00018841073540317894,0.00018841073540317894
*C(=O)[C@](C)(N)C(F)(F)F,47,47,603,0.00018841073540317894,0.00018841073540317894
*C(=O)C1=Cc2ccccc2OC1,47,47,604,0.00018841073540317894,0.00018841073540317894
*CC(C)(C)C(=O)[O-],47,47,605,0.00018841073540317894,0.00018841073540317894
*c1c(F)c(F)c(F)c(F)c1F,47,46,606,0.00018841073540317894,0.00018440199635204747
*NC=O,46,45,607,0.00018440199635204747,0.000180393257300916
*CC#Cc1ccccc1,46,46,608,0.00018440199635204747,0.00018440199635204747
*N[C@H]1CCOc2ccccc21,46,46,609,0.00018440199635204747,0.00018440199635204747
*S(=O)(=O)c1ccc2c(c1)CCCC2,46,46,610,0.00018440199635204747,0.00018440199635204747
*C(=O)/C=C/c1ccc2c(c1)OCO2,46,45,611,0.00018440199635204747,0.000180393257300916
*[C@@H]1CCCCC[C@@H]1[NH3+],46,46,612,0.00018440199635204747,0.00018440199635204747
*[C@H]1C=CS(=O)(=O)C1,45,45,613,0.000180393257300916,0.000180393257300916
*n1ccnc1C#N,45,45,614,0.000180393257300916,0.000180393257300916
*c1ccc(Br)c([N+](=O)[O-])c1,45,45,615,0.000180393257300916,0.000180393257300916
*CC[C@H](C)O,45,45,616,0.000180393257300916,0.000180393257300916
*c1ncnc2nc(N)ccc12,45,45,617,0.000180393257300916,0.000180393257300916
*N1CCc2c(F)ccc(F)c2C1,45,45,618,0.000180393257300916,0.000180393257300916
*c1sc2c(c1C#N)CCCC2,45,45,619,0.000180393257300916,0.000180393257300916
*c1ccc2c(c1)CCC(=O)N2CCC,45,45,620,0.000180393257300916,0.000180393257300916
*C(=O)C([NH3+])(CC)CC,45,45,621,0.000180393257300916,0.000180393257300916
*[C@H]1CCCC[C@H]1[S@@](=O)CC,45,45,622,0.000180393257300916,0.000180393257300916
*c1ccc2c(c1)NC(=O)CS2,45,45,623,0.000180393257300916,0.000180393257300916
*[C@@H]1CC[NH+]2CCCC[C@H]12,45,45,624,0.000180393257300916,0.000180393257300916
*N1C(=O)[C@@H]2[C@@H](C1=O)[C@H]1C=C[C@@H]2C1,45,45,625,0.000180393257300916,0.000180393257300916
*c1c(F)cccc1Br,44,44,626,0.00017638451824978453,0.00017638451824978453
*n1c(=O)oc2cccnc21,44,44,627,0.00017638451824978453,0.00017638451824978453
*[C@H]1CCOC2(CCOCC2)C1,44,44,628,0.00017638451824978453,0.00017638451824978453
*N1Cc2ccccc2C1=O,44,44,629,0.00017638451824978453,0.00017638451824978453
*c1nccnc1N,44,44,630,0.00017638451824978453,0.00017638451824978453
*c1csc(N)n1,44,44,631,0.00017638451824978453,0.00017638451824978453
*S(=O)(=O)c1ccc(Br)s1,44,44,632,0.00017638451824978453,0.00017638451824978453
